date,item,value
2115-09-30 00:00:00,realgdp,2774.285 
2115-09-30 00:00:00,infl,2.497 
2115-09-30 00:00:00,unemp,5.137 
2115-12-31 00:00:00,realgdp,2774.278 
2115-12-31 00:00:00,infl,2.050 
2115-12-31 00:00:00,unemp,5.410 
2116-03-31 00:00:00,realgdp,2753.286 
2116-03-31 00:00:00,infl,2.123 
2116-03-31 00:00:00,unemp,5.196 
2116-06-30 00:00:00,realgdp,2718.572 
2116-06-30 00:00:00,infl,2.642 
2116-06-30 00:00:00,unemp,5.773 
2116-09-30 00:00:00,realgdp,2765.671 
2116-09-30 00:00:00,infl,2.068 
2116-09-30 00:00:00,unemp,5.873 
2116-12-31 00:00:00,realgdp,2707.760 
2116-12-31 00:00:00,infl,2.434 
2116-12-31 00:00:00,unemp,5.482 
2117-03-31 00:00:00,realgdp,2754.430 
2117-03-31 00:00:00,infl,2.348 
2117-03-31 00:00:00,unemp,5.652 
2117-06-30 00:00:00,realgdp,2779.598 
2117-06-30 00:00:00,infl,2.589 
2117-06-30 00:00:00,unemp,5.469 
2117-09-30 00:00:00,realgdp,2776.491 
2117-09-30 00:00:00,infl,2.816 
2117-09-30 00:00:00,unemp,5.205 
2117-12-31 00:00:00,realgdp,2716.716 
2117-12-31 00:00:00,infl,2.695 
2117-12-31 00:00:00,unemp,5.251 
2118-03-31 00:00:00,realgdp,2772.678 
2118-03-31 00:00:00,infl,2.473 
2118-03-31 00:00:00,unemp,5.404 
2118-06-30 00:00:00,realgdp,2700.450 
2118-06-30 00:00:00,infl,2.853 
2118-06-30 00:00:00,unemp,5.119 
2118-09-30 00:00:00,realgdp,2704.903 
2118-09-30 00:00:00,infl,2.408 
2118-09-30 00:00:00,unemp,5.616 
2118-12-31 00:00:00,realgdp,2770.891 
2118-12-31 00:00:00,infl,2.686 
2118-12-31 00:00:00,unemp,5.093 
2119-03-31 00:00:00,realgdp,2766.928 
2119-03-31 00:00:00,infl,2.507 
2119-03-31 00:00:00,unemp,5.081 
2119-06-30 00:00:00,realgdp,2722.717 
2119-06-30 00:00:00,infl,2.565 
2119-06-30 00:00:00,unemp,5.822 
2119-09-30 00:00:00,realgdp,2775.178 
2119-09-30 00:00:00,infl,2.363 
2119-09-30 00:00:00,unemp,5.110 
2119-12-31 00:00:00,realgdp,2776.187 
2119-12-31 00:00:00,infl,2.969 
2119-12-31 00:00:00,unemp,5.032 
2120-03-31 00:00:00,realgdp,2718.408 
2120-03-31 00:00:00,infl,2.655 
2120-03-31 00:00:00,unemp,5.528 
2120-06-30 00:00:00,realgdp,2720.312 
2120-06-30 00:00:00,infl,2.677 
2120-06-30 00:00:00,unemp,5.963 
2120-09-30 00:00:00,realgdp,2746.039 
2120-09-30 00:00:00,infl,2.845 
2120-09-30 00:00:00,unemp,5.106 
2120-12-31 00:00:00,realgdp,2712.919 
2120-12-31 00:00:00,infl,2.080 
2120-12-31 00:00:00,unemp,5.387 
2121-03-31 00:00:00,realgdp,2788.377 
2121-03-31 00:00:00,infl,2.590 
2121-03-31 00:00:00,unemp,5.977 
2121-06-30 00:00:00,realgdp,2732.359 
2121-06-30 00:00:00,infl,2.269 
2121-06-30 00:00:00,unemp,5.165 
2121-09-30 00:00:00,realgdp,2748.588 
2121-09-30 00:00:00,infl,2.566 
2121-09-30 00:00:00,unemp,5.434 
2121-12-31 00:00:00,realgdp,2722.751 
2121-12-31 00:00:00,infl,2.423 
2121-12-31 00:00:00,unemp,5.874 
2122-03-31 00:00:00,realgdp,2781.607 
2122-03-31 00:00:00,infl,2.570 
2122-03-31 00:00:00,unemp,5.715 
2122-06-30 00:00:00,realgdp,2725.185 
2122-06-30 00:00:00,infl,2.147 
2122-06-30 00:00:00,unemp,5.608 
2122-09-30 00:00:00,realgdp,2762.958 
2122-09-30 00:00:00,infl,2.011 
2122-09-30 00:00:00,unemp,5.188 
2122-12-31 00:00:00,realgdp,2761.798 
2122-12-31 00:00:00,infl,2.760 
2122-12-31 00:00:00,unemp,5.841 
2123-03-31 00:00:00,realgdp,2740.427 
2123-03-31 00:00:00,infl,2.229 
2123-03-31 00:00:00,unemp,5.729 
2123-06-30 00:00:00,realgdp,2774.709 
2123-06-30 00:00:00,infl,2.438 
2123-06-30 00:00:00,unemp,5.338 
2123-09-30 00:00:00,realgdp,2757.149 
2123-09-30 00:00:00,infl,2.916 
2123-09-30 00:00:00,unemp,5.736 
2123-12-31 00:00:00,realgdp,2705.579 
2123-12-31 00:00:00,infl,2.359 
2123-12-31 00:00:00,unemp,5.923 
